"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-10", "2661", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-11", "2662", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:7, value=<void>"
"Thread-12", "2663", "SYSTEM", "Field Write", "context=part2.Database:1, wr=3"
"Thread-11", "2664", "SYSTEM", "Method Returned", ""
"Thread-11", "2665", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "2666", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2667", "SYSTEM", "Field Read", "context=part2.Reader:7, d"
"Thread-12", "2668", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-11", "2669", "SYSTEM", "Method Call", "caller=part2.Reader:7#run:7, target=part2.Database:1#read:7"
"Thread-11", "2670", "SYSTEM", "Method Entered", ""
"Thread-11", "2671", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "2672", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-11", "2673", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-12", "2674", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2675", "SYSTEM", "Variable Write", "context=part2.Database:1#read:7, result=55555"
"Thread-11", "2676", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:7, value=55555"
"Thread-12", "2677", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-11", "2678", "SYSTEM", "Method Returned", ""
"Thread-11", "2679", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "2680", "SYSTEM", "Field Write", "context=part2.Database:1, r=7"
"Thread-12", "2681", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2682", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "2683", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-11", "2684", "SYSTEM", "Field Read", "context=part2.Reader:7, d"
"Thread-12", "2685", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "2686", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2687", "SYSTEM", "Method Call", "caller=part2.Reader:7#run:7, target=part2.Database:1#done_read:7"
"Thread-11", "2688", "SYSTEM", "Method Entered", ""
"Thread-11", "2689", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "2690", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "2691", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-11", "2692", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-12", "2693", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:8, value=<void>"
"Thread-13", "2694", "SYSTEM", "Field Write", "context=part2.Database:1, wr=2"
"Thread-12", "2695", "SYSTEM", "Method Returned", ""
"Thread-12", "2696", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "2697", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "2698", "SYSTEM", "Field Read", "context=part2.Reader:8, d"
"Thread-13", "2699", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-12", "2700", "SYSTEM", "Method Call", "caller=part2.Reader:8#run:8, target=part2.Database:1#read:8"
"Thread-12", "2701", "SYSTEM", "Method Entered", ""
"Thread-12", "2702", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "2703", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-12", "2704", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-13", "2705", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "2706", "SYSTEM", "Variable Write", "context=part2.Database:1#read:8, result=55555"
"Thread-12", "2707", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:8, value=55555"
"Thread-13", "2708", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-12", "2709", "SYSTEM", "Method Returned", ""
"Thread-12", "2710", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "2711", "SYSTEM", "Field Write", "context=part2.Database:1, r=8"
"Thread-13", "2712", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "2713", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "2714", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-12", "2715", "SYSTEM", "Field Read", "context=part2.Reader:8, d"
"Thread-13", "2716", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "2717", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-12", "2718", "SYSTEM", "Method Call", "caller=part2.Reader:8#run:8, target=part2.Database:1#done_read:8"
"Thread-12", "2719", "SYSTEM", "Method Entered", ""
"Thread-12", "2720", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "2721", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "2722", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-12", "2723", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-13", "2724", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:9, value=<void>"
"Thread-14", "2725", "SYSTEM", "Field Write", "context=part2.Database:1, wr=1"
"Thread-13", "2726", "SYSTEM", "Method Returned", ""
"Thread-13", "2727", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "2728", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "2729", "SYSTEM", "Field Read", "context=part2.Reader:9, d"
"Thread-14", "2730", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-13", "2731", "SYSTEM", "Method Call", "caller=part2.Reader:9#run:9, target=part2.Database:1#read:9"
"Thread-13", "2732", "SYSTEM", "Method Entered", ""
"Thread-13", "2733", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "2734", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-13", "2735", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-14", "2736", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "2737", "SYSTEM", "Variable Write", "context=part2.Database:1#read:9, result=55555"
"Thread-13", "2738", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:9, value=55555"
"Thread-14", "2739", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-13", "2740", "SYSTEM", "Method Returned", ""
"Thread-13", "2741", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "2742", "SYSTEM", "Field Write", "context=part2.Database:1, r=9"
"Thread-14", "2743", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "2744", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "2745", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-13", "2746", "SYSTEM", "Field Read", "context=part2.Reader:9, d"
"Thread-14", "2747", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2748", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-13", "2749", "SYSTEM", "Method Call", "caller=part2.Reader:9#run:9, target=part2.Database:1#done_read:9"
"Thread-13", "2750", "SYSTEM", "Method Entered", ""
"Thread-13", "2751", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "2752", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2753", "SYSTEM", "Field Read", "context=part2.Database:1, wr"
"Thread-13", "2754", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-14", "2755", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:10, value=<void>"
"Thread-5", "2756", "SYSTEM", "Field Write", "context=part2.Database:1, wr=0"
"Thread-14", "2757", "SYSTEM", "Method Returned", ""
"Thread-14", "2758", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2759", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "2760", "SYSTEM", "Field Read", "context=part2.Reader:10, d"
"Thread-5", "2761", "SYSTEM", "Field Read", "context=part2.Database:1, w"
"Thread-14", "2762", "SYSTEM", "Method Call", "caller=part2.Reader:10#run:10, target=part2.Database:1#read:10"
"Thread-14", "2763", "SYSTEM", "Method Entered", ""
"Thread-14", "2764", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2765", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-14", "2766", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-5", "2767", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "2768", "SYSTEM", "Variable Write", "context=part2.Database:1#read:10, result=55555"
"Thread-14", "2769", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:10, value=55555"
"Thread-5", "2770", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-14", "2771", "SYSTEM", "Method Returned", ""
"Thread-14", "2772", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2773", "SYSTEM", "Field Write", "context=part2.Database:1, r=10"
"Thread-5", "2774", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "2775", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2776", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-14", "2777", "SYSTEM", "Field Read", "context=part2.Reader:10, d"
"Thread-5", "2778", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2779", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-14", "2780", "SYSTEM", "Method Call", "caller=part2.Reader:10#run:10, target=part2.Database:1#done_read:10"
"Thread-14", "2781", "SYSTEM", "Method Entered", ""
"Thread-14", "2782", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2783", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2784", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-14", "2785", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-5", "2786", "SYSTEM", "Method Exit", "returner=part2.Database:1#request_read:11, value=<void>"
"Thread-6", "2787", "SYSTEM", "Field Write", "context=part2.Database:1, r=9"
"Thread-5", "2788", "SYSTEM", "Method Returned", ""
"Thread-5", "2789", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2790", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2791", "SYSTEM", "Field Read", "context=part2.Reader:1, d"
"Thread-6", "2792", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-5", "2793", "SYSTEM", "Method Call", "caller=part2.Reader:1#run:1, target=part2.Database:1#read:11"
"Thread-5", "2794", "SYSTEM", "Method Entered", ""
"Thread-5", "2795", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2796", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2797", "SYSTEM", "Field Read", "context=part2.Database:1, data"
"Thread-6", "2798", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-5", "2799", "SYSTEM", "Variable Write", "context=part2.Database:1#read:11, result=55555"
"Thread-5", "2800", "SYSTEM", "Method Exit", "returner=part2.Database:1#read:11, value=55555"
"Thread-6", "2801", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2802", "SYSTEM", "Method Returned", ""
"Thread-5", "2803", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2804", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-6", "2805", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2806", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2807", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2808", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2809", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_read:2, value=<void>"
"Thread-7", "2810", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-5", "2811", "SYSTEM", "Field Read", "context=part2.Reader:1, d"
"Thread-6", "2812", "SYSTEM", "Method Returned", ""
"Thread-6", "2813", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2814", "SYSTEM", "Field Write", "context=part2.Database:1, r=8"
"Thread-5", "2815", "SYSTEM", "Method Call", "caller=part2.Reader:1#run:1, target=part2.Database:1#done_read:11"
"Thread-5", "2816", "SYSTEM", "Method Entered", ""
"Thread-5", "2817", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2818", "SYSTEM", "Variable Write", "context=part2.Reader:2#run:2, i=1"
"Thread-6", "2819", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2820", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-5", "2821", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-6", "2822", "SYSTEM", "Field Read", "context=part2.Reader:2, d"
"Thread-7", "2823", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-6", "2824", "SYSTEM", "Method Call", "caller=part2.Reader:2#run:2, target=part2.Database:1#request_read:12"
"Thread-6", "2825", "SYSTEM", "Method Entered", ""
"Thread-6", "2826", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2827", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-6", "2828", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-7", "2829", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-7", "2830", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2831", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-7", "2832", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2833", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2834", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2835", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-7", "2836", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_read:3, value=<void>"
"Thread-8", "2837", "SYSTEM", "Field Write", "context=part2.Database:1, r=7"
"Thread-7", "2838", "SYSTEM", "Method Returned", ""
"Thread-7", "2839", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2840", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2841", "SYSTEM", "Variable Write", "context=part2.Reader:3#run:3, i=1"
"Thread-7", "2842", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2843", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-7", "2844", "SYSTEM", "Field Read", "context=part2.Reader:3, d"
"Thread-8", "2845", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-7", "2846", "SYSTEM", "Method Call", "caller=part2.Reader:3#run:3, target=part2.Database:1#request_read:13"
"Thread-7", "2847", "SYSTEM", "Method Entered", ""
"Thread-7", "2848", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2849", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-7", "2850", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-8", "2851", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2852", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-8", "2853", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2854", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2855", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2856", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-8", "2857", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_read:4, value=<void>"
"Thread-9", "2858", "SYSTEM", "Field Write", "context=part2.Database:1, r=6"
"Thread-8", "2859", "SYSTEM", "Method Returned", ""
"Thread-8", "2860", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2861", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2862", "SYSTEM", "Variable Write", "context=part2.Reader:4#run:4, i=1"
"Thread-8", "2863", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2864", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-8", "2865", "SYSTEM", "Field Read", "context=part2.Reader:4, d"
"Thread-9", "2866", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-8", "2867", "SYSTEM", "Method Call", "caller=part2.Reader:4#run:4, target=part2.Database:1#request_read:14"
"Thread-8", "2868", "SYSTEM", "Method Entered", ""
"Thread-8", "2869", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2870", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-8", "2871", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-9", "2872", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2873", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-9", "2874", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2875", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2876", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2877", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-9", "2878", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_read:5, value=<void>"
"Thread-10", "2879", "SYSTEM", "Field Write", "context=part2.Database:1, r=5"
"Thread-9", "2880", "SYSTEM", "Method Returned", ""
"Thread-9", "2881", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2882", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2883", "SYSTEM", "Variable Write", "context=part2.Reader:5#run:5, i=1"
"Thread-9", "2884", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2885", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-9", "2886", "SYSTEM", "Field Read", "context=part2.Reader:5, d"
"Thread-10", "2887", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-9", "2888", "SYSTEM", "Method Call", "caller=part2.Reader:5#run:5, target=part2.Database:1#request_read:15"
"Thread-9", "2889", "SYSTEM", "Method Entered", ""
"Thread-9", "2890", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2891", "SYSTEM", "Field Read", "context=part2.Database:1, s2_r"
"Thread-9", "2892", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-10", "2893", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2894", "SYSTEM", "Field Read", "context=part2.Database:1, s1"
"Thread-10", "2895", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2896", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2897", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2898", "SYSTEM", "Field Read", "context=part2.Database:1, r"
"Thread-10", "2899", "SYSTEM", "Method Exit", "returner=part2.Database:1#done_read:6, value=<void>"
"Thread-11", "2900", "SYSTEM", "Field Write", "context=part2.Database:1, r=4"
"Thread-10", "2901", "SYSTEM", "Method Returned", ""
"Thread-10", "2902", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2903", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-10", "2904", "SYSTEM", "Variable Write", "context=part2.Reader:6#run:6, i=1"
"Thread-10", "2905", "SYSTEM", "Line Step", "<source unavailable>"
"Thread-11", "2906", "SYSTEM", "Field Read", "context=part2.Database:1, ww"
"Thread-10", "2907", "SYSTEM", "Field Read", "context=part2.Reader:6, d"
"Thread-11", "2908", "SYSTEM", "Line Step", "<source unavailable>"
